
PLAYER	TEAM	DATE	MATCHUP	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-
Rodney Hood	CLE	05/13/2018	CLE @ BOS	L	19	11	5	12	41.7	0	2	0.0	1	1	100.0	0	0	0	2	0	0	0	3	-8
Terry Rozier	BOS	05/13/2018	BOS vs. CLE	W	34	8	4	10	40.0	0	3	0.0	0	0	-	0	6	6	8	0	0	1	0	14
Abdel Nader	BOS	05/13/2018	BOS vs. CLE	W	5	2	1	3	33.3	0	1	0.0	0	0	-	0	0	0	0	0	0	1	1	-1
Kyle Korver	CLE	05/13/2018	CLE @ BOS	L	23	5	2	6	33.3	1	5	20.0	0	0	-	1	4	5	0	1	1	0	1	-10
Jeff Green	CLE	05/13/2018	CLE @ BOS	L	20	6	1	3	33.3	0	1	0.0	4	4	100.0	1	0	1	1	0	0	0	1	-5
George Hill	CLE	05/13/2018	CLE @ BOS	L	28	5	2	4	50.0	1	2	50.0	0	0	-	0	0	0	0	0	0	0	1	-15
Greg Monroe	BOS	05/13/2018	BOS vs. CLE	W	5	2	1	1	100.0	0	0	-	0	0	-	1	1	2	1	0	0	0	1	-1
Jose Calderon	CLE	05/13/2018	CLE @ BOS	L	4	2	1	2	50.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-3
Cedi Osman	CLE	05/13/2018	CLE @ BOS	L	7	0	0	3	0.0	0	1	0.0	0	0	-	0	2	2	0	1	0	0	0	3
Kevin Love	CLE	05/13/2018	CLE @ BOS	L	31	17	5	14	35.7	1	4	25.0	6	6	100.0	2	6	8	3	0	0	1	3	-13
LeBron James	CLE	05/13/2018	CLE @ BOS	L	36	15	5	16	31.3	0	5	0.0	5	6	83.3	0	7	7	9	0	2	7	1	-32
T.J. McConnell	PHI	05/09/2018	PHI @ BOS	L	38	9	4	7	57.1	1	1	100.0	0	0	-	0	5	5	6	2	0	1	4	3
Jaylen Brown	BOS	05/09/2018	BOS vs. PHI	W	31	24	10	13	76.9	3	4	75.0	1	4	25.0	1	3	4	2	0	2	2	3	0
Jayson Tatum	BOS	05/09/2018	BOS vs. PHI	W	39	25	8	15	53.3	0	0	-	9	11	81.8	1	2	3	4	1	0	2	4	4
Marcus Morris	BOS	05/09/2018	BOS vs. PHI	W	25	6	1	10	10.0	0	2	0.0	4	4	100.0	1	2	3	0	1	1	1	5	3
Marcus Smart	BOS	05/09/2018	BOS vs. PHI	W	33	14	3	8	37.5	0	2	0.0	8	13	61.5	2	4	6	6	3	0	2	2	14
JJ Redick	PHI	05/09/2018	PHI @ BOS	L	38	14	5	13	38.5	2	7	28.6	2	2	100.0	0	2	2	3	0	0	2	5	11
Ersan Ilyasova	PHI	05/09/2018	PHI @ BOS	L	17	9	3	8	37.5	1	3	33.3	2	4	50.0	2	1	3	2	0	1	0	4	-1
Robert Covington	PHI	05/09/2018	PHI @ BOS	L	21	5	2	5	40.0	1	3	33.3	0	0	-	0	7	7	1	1	0	2	3	-7
Joel Embiid	PHI	05/09/2018	PHI @ BOS	L	39	27	9	18	50.0	0	4	0.0	9	11	81.8	4	8	12	4	0	3	4	3	3
Ben Simmons	PHI	05/09/2018	PHI @ BOS	L	34	18	8	15	53.3	0	0	-	2	2	100.0	2	6	8	6	0	1	4	5	-13
Al Horford	BOS	05/09/2018	BOS vs. PHI	W	39	15	7	16	43.8	0	1	0.0	1	1	100.0	2	6	8	3	5	0	1	4	8
Terry Rozier	BOS	05/09/2018	BOS vs. PHI	W	40	17	4	15	26.7	3	9	33.3	6	6	100.0	1	5	6	2	1	0	2	2	6
Semi Ojeleye	BOS	05/09/2018	BOS vs. PHI	W	8	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-3
Dario Saric	PHI	05/09/2018	PHI @ BOS	L	40	27	8	14	57.1	3	3	100.0	8	11	72.7	4	6	10	4	1	1	3	3	-2
Aron Baynes	BOS	05/09/2018	BOS vs. PHI	W	25	13	5	8	62.5	1	2	50.0	2	2	100.0	5	4	9	1	1	0	0	4	-2
Marco Belinelli	PHI	05/09/2018	PHI @ BOS	L	11	3	1	2	50.0	0	0	-	1	1	100.0	0	1	1	0	0	0	0	2	-1
Justin Anderson	PHI	05/09/2018	PHI @ BOS	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	2	-3
Anthony Davis	NOP	05/08/2018	NOP @ GSW	L	46	34	13	26	50.0	1	2	50.0	7	9	77.8	2	17	19	1	1	3	3	2	-8
Solomon Hill	NOP	05/08/2018	NOP @ GSW	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	1	0	0	-1
Nene	HOU	05/08/2018	HOU vs. UTA	W	11	6	3	4	75.0	0	0	-	0	0	-	1	1	2	0	1	0	0	0	-6
Stephen Curry	GSW	05/08/2018	GSW vs. NOP	W	37	28	10	16	62.5	3	6	50.0	5	5	100.0	0	7	7	8	1	0	4	2	9
Ian Clark	NOP	05/08/2018	NOP @ GSW	L	30	9	4	9	44.4	1	3	33.3	0	0	-	1	3	4	1	2	0	0	1	5
Gerald Green	HOU	05/08/2018	HOU vs. UTA	W	13	8	3	7	42.9	2	6	33.3	0	0	-	1	4	5	0	1	0	0	2	3
Eric Gordon	HOU	05/08/2018	HOU vs. UTA	W	31	5	2	8	25.0	1	5	20.0	0	0	-	0	3	3	2	0	0	2	1	1
Rudy Gobert	UTA	05/08/2018	UTA @ HOU	L	34	12	5	9	55.6	0	0	-	2	4	50.0	4	5	9	0	1	5	0	2	2
Jrue Holiday	NOP	05/08/2018	NOP @ GSW	L	46	27	11	21	52.4	2	6	33.3	3	3	100.0	0	10	10	11	1	0	4	3	-9
Clint Capela	HOU	05/08/2018	HOU vs. UTA	W	31	5	1	2	50.0	0	0	-	3	4	75.0	1	4	5	0	3	5	0	4	4
Rajon Rondo	NOP	05/08/2018	NOP @ GSW	L	21	7	3	7	42.9	1	2	50.0	0	0	-	0	2	2	7	3	0	2	1	-16
E'Twaun Moore	NOP	05/08/2018	NOP @ GSW	L	40	10	4	12	33.3	1	3	33.3	1	2	50.0	1	1	2	4	0	0	4	3	2
PJ Tucker	HOU	05/08/2018	HOU vs. UTA	W	36	19	7	9	77.8	5	7	71.4	0	0	-	1	5	6	2	0	3	1	4	12
Jae Crowder	UTA	05/08/2018	UTA @ HOU	L	33	6	2	11	18.2	1	5	20.0	1	2	50.0	2	6	8	0	1	0	3	0	-5
Alec Burks	UTA	05/08/2018	UTA @ HOU	L	32	22	7	15	46.7	3	5	60.0	5	5	100.0	1	2	3	5	1	0	2	1	-4
Klay Thompson	GSW	05/08/2018	GSW vs. NOP	W	38	23	10	22	45.5	2	8	25.0	1	1	100.0	1	5	6	3	1	0	0	1	9
Trevor Ariza	HOU	05/08/2018	HOU vs. UTA	W	25	2	1	4	25.0	0	2	0.0	0	0	-	1	5	6	1	1	0	1	2	6
Quinn Cook	GSW	05/08/2018	GSW vs. NOP	W	14	5	2	5	40.0	0	3	0.0	1	1	100.0	1	1	2	1	0	0	0	2	-4
Kevin Durant	GSW	05/08/2018	GSW vs. NOP	W	37	24	10	18	55.6	1	4	25.0	3	5	60.0	0	6	6	7	2	0	1	2	13
Jonas Jerebko	UTA	05/08/2018	UTA @ HOU	L	6	3	1	1	100.0	1	1	100.0	0	0	-	0	2	2	0	0	0	0	0	-2
Luc Mbah a Moute	HOU	05/08/2018	HOU vs. UTA	W	20	8	3	5	60.0	1	2	50.0	1	1	100.0	0	2	2	2	1	0	2	1	3
Kevon Looney	GSW	05/08/2018	GSW vs. NOP	W	23	4	2	5	40.0	0	0	-	0	0	-	3	4	7	0	1	0	0	6	-15
Donovan Mitchell	UTA	05/08/2018	UTA @ HOU	L	34	24	9	17	52.9	2	7	28.6	4	5	80.0	1	3	4	9	1	0	3	3	-3
Nikola Mirotic	NOP	05/08/2018	NOP @ GSW	L	37	12	4	9	44.4	3	6	50.0	1	2	50.0	0	7	7	1	0	0	1	1	-14
Chris Paul	HOU	05/08/2018	HOU vs. UTA	W	38	41	13	22	59.1	8	10	80.0	7	8	87.5	0	7	7	10	1	0	0	1	20
Royce O'Neale	UTA	05/08/2018	UTA @ HOU	L	37	17	6	10	60.0	1	2	50.0	4	4	100.0	0	3	3	1	1	0	1	5	-7
James Harden	HOU	05/08/2018	HOU vs. UTA	W	35	18	7	22	31.8	1	7	14.3	3	4	75.0	1	3	4	4	2	0	3	3	7
Jordan Bell	GSW	05/08/2018	GSW vs. NOP	W	6	2	1	2	50.0	0	0	-	0	0	-	0	2	2	0	0	0	0	1	-4
Derrick Favors	UTA	05/08/2018	UTA @ HOU	L	14	6	3	3	100.0	0	0	-	0	1	0.0	1	5	6	0	0	0	0	1	-12
Draymond Green	GSW	05/08/2018	GSW vs. NOP	W	41	19	9	18	50.0	1	5	20.0	0	0	-	5	9	14	9	3	2	4	3	12
Shaun Livingston	GSW	05/08/2018	GSW vs. NOP	W	15	6	3	6	50.0	0	0	-	0	0	-	0	2	2	1	0	0	2	1	-3
Andre Iguodala	GSW	05/08/2018	GSW vs. NOP	W	25	2	1	4	25.0	0	1	0.0	0	0	-	1	3	4	5	2	0	1	0	25
David West	GSW	05/08/2018	GSW vs. NOP	W	5	0	0	3	0.0	0	0	-	0	0	-	0	2	2	1	0	0	0	0	3
Raul Neto	UTA	05/08/2018	UTA @ HOU	L	17	0	0	5	0.0	0	2	0.0	0	0	-	1	0	1	3	0	0	1	2	-16
Joe Ingles	UTA	05/08/2018	UTA @ HOU	L	32	12	5	10	50.0	2	6	33.3	0	0	-	1	4	5	6	0	0	2	4	-3
Darius Miller	NOP	05/08/2018	NOP @ GSW	L	17	5	2	4	50.0	1	2	50.0	0	0	-	0	0	0	0	0	0	0	1	-4
DeMar DeRozan	TOR	05/07/2018	TOR @ CLE	L	33	13	5	11	45.5	0	0	-	3	4	75.0	1	4	5	1	0	0	2	4	-29
Jayson Tatum	BOS	05/07/2018	BOS @ PHI	L	36	20	7	16	43.8	2	6	33.3	4	4	100.0	1	3	4	4	0	1	3	3	-1
Joel Embiid	PHI	05/07/2018	PHI vs. BOS	W	35	15	6	15	40.0	2	5	40.0	1	2	50.0	3	9	12	2	0	0	2	2	22
Justin Anderson	PHI	05/07/2018	PHI vs. BOS	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-1
Terry Rozier	BOS	05/07/2018	BOS @ PHI	L	39	11	4	11	36.4	1	6	16.7	2	4	50.0	0	8	8	2	0	0	1	2	-14
Guerschon Yabusele	BOS	05/07/2018	BOS @ PHI	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	2
Semi Ojeleye	BOS	05/07/2018	BOS @ PHI	L	12	0	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	4	3
Robert Covington	PHI	05/07/2018	PHI vs. BOS	W	19	3	1	7	14.3	1	5	20.0	0	0	-	2	3	5	3	1	1	1	4	-3
Jakob Poeltl	TOR	05/07/2018	TOR @ CLE	L	12	0	0	3	0.0	0	0	-	0	0	-	1	1	2	0	0	1	1	1	-7
Aron Baynes	BOS	05/07/2018	BOS @ PHI	L	19	9	2	7	28.6	2	6	33.3	3	4	75.0	0	5	5	0	0	1	0	2	-9
Norman Powell	TOR	05/07/2018	TOR @ CLE	L	12	5	2	5	40.0	0	1	0.0	1	2	50.0	0	1	1	0	0	0	0	1	-7
Jeff Green	CLE	05/07/2018	CLE vs. TOR	W	16	8	3	7	42.9	2	6	33.3	0	0	-	0	4	4	1	0	0	0	1	6
Marcus Morris	BOS	05/07/2018	BOS @ PHI	L	34	17	6	15	40.0	3	6	50.0	2	3	66.7	1	4	5	1	0	2	1	5	-7
George Hill	CLE	05/07/2018	CLE vs. TOR	W	29	12	5	8	62.5	0	1	0.0	2	2	100.0	0	3	3	5	0	0	1	3	24
JR Smith	CLE	05/07/2018	CLE vs. TOR	W	28	15	6	6	100.0	3	3	100.0	0	0	-	0	2	2	3	2	0	0	1	22
Ersan Ilyasova	PHI	05/07/2018	PHI vs. BOS	W	17	6	2	7	28.6	0	2	0.0	2	3	66.7	3	2	5	1	0	1	1	3	1
T.J. McConnell	PHI	05/07/2018	PHI vs. BOS	W	39	19	9	12	75.0	1	1	100.0	0	1	0.0	3	5	8	5	0	0	0	3	18
Greg Monroe	BOS	05/07/2018	BOS @ PHI	L	7	3	1	2	50.0	0	0	-	1	1	100.0	1	1	2	0	0	1	2	1	-2
Cedi Osman	CLE	05/07/2018	CLE vs. TOR	W	21	5	2	5	40.0	1	3	33.3	0	0	-	1	1	2	2	0	0	0	2	9
Marcus Smart	BOS	05/07/2018	BOS @ PHI	L	31	14	5	12	41.7	1	2	50.0	3	4	75.0	1	4	5	3	2	2	3	5	-12
Serge Ibaka	TOR	05/07/2018	TOR @ CLE	L	18	12	5	8	62.5	2	3	66.7	0	0	-	1	0	1	0	0	1	3	2	-12
Dario Saric	PHI	05/07/2018	PHI vs. BOS	W	39	25	9	17	52.9	1	3	33.3	6	6	100.0	4	4	8	4	1	1	0	4	-1
OG Anunoby	TOR	05/07/2018	TOR @ CLE	L	20	2	1	3	33.3	0	1	0.0	0	0	-	1	1	2	1	0	0	2	3	-23
JJ Redick	PHI	05/07/2018	PHI vs. BOS	W	33	7	3	11	27.3	1	7	14.3	0	2	0.0	0	1	1	3	1	0	0	2	17
Larry Nance Jr.	CLE	05/07/2018	CLE vs. TOR	W	6	8	4	4	100.0	0	0	-	0	0	-	2	1	3	0	0	2	0	1	10
Jaylen Brown	BOS	05/07/2018	BOS @ PHI	L	23	8	2	6	33.3	2	5	40.0	2	2	100.0	0	3	3	2	0	0	1	5	-5
Shane Larkin	BOS	05/07/2018	BOS @ PHI	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-1
Marco Belinelli	PHI	05/07/2018	PHI vs. BOS	W	25	9	2	10	20.0	1	3	33.3	4	4	100.0	0	1	1	1	1	0	0	2	-3
Kevin Love	CLE	05/07/2018	CLE vs. TOR	W	30	23	8	13	61.5	2	4	50.0	5	6	83.3	0	6	6	0	2	2	2	3	31
Jonas Valanciunas	TOR	05/07/2018	TOR @ CLE	L	16	18	7	14	50.0	0	0	-	4	6	66.7	3	2	5	2	0	3	1	2	-6
Jordan Clarkson	CLE	05/07/2018	CLE vs. TOR	W	19	5	2	8	25.0	0	1	0.0	1	1	100.0	1	2	3	2	2	0	4	2	11
Delon Wright	TOR	05/07/2018	TOR @ CLE	L	18	10	4	7	57.1	0	1	0.0	2	2	100.0	0	2	2	1	1	0	0	1	-10
Lucas Nogueira	TOR	05/07/2018	TOR @ CLE	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	1	-10
Kyle Korver	CLE	05/07/2018	CLE vs. TOR	W	27	16	6	8	75.0	4	5	80.0	0	0	-	0	2	2	2	1	0	1	4	26
Ante Zizic	CLE	05/07/2018	CLE vs. TOR	W	3	0	0	3	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	5
Jose Calderon	CLE	05/07/2018	CLE vs. TOR	W	8	2	0	0	-	0	0	-	2	2	100.0	0	1	1	1	0	0	0	1	5
Pascal Siakam	TOR	05/07/2018	TOR @ CLE	L	28	9	3	4	75.0	0	0	-	3	3	100.0	0	2	2	2	0	0	0	2	-14
LeBron James	CLE	05/07/2018	CLE vs. TOR	W	38	29	12	19	63.2	0	3	0.0	5	8	62.5	0	8	8	11	2	1	2	2	28
Fred VanVleet	TOR	05/07/2018	TOR @ CLE	L	21	5	2	5	40.0	1	3	33.3	0	0	-	0	2	2	1	0	0	1	1	-14
Kyle Lowry	TOR	05/07/2018	TOR @ CLE	L	30	5	2	7	28.6	1	4	25.0	0	0	-	0	4	4	10	0	0	0	2	-23
Ben Simmons	PHI	05/07/2018	PHI vs. BOS	W	33	19	6	15	40.0	0	0	-	7	8	87.5	1	12	13	5	2	0	4	3	5
Tristan Thompson	CLE	05/07/2018	CLE vs. TOR	W	14	5	2	3	66.7	0	0	-	1	1	100.0	2	0	2	2	0	0	0	1	-2
Lorenzo Brown	TOR	05/07/2018	TOR @ CLE	L	8	1	0	1	0.0	0	0	-	1	2	50.0	0	3	3	0	0	0	0	0	-5
Al Horford	BOS	05/07/2018	BOS @ PHI	L	35	10	4	6	66.7	0	1	0.0	2	2	100.0	2	8	10	3	1	3	4	1	-11
Abdel Nader	BOS	05/07/2018	BOS @ PHI	L	1	0	0	0	-	0	0	-	0	2	0.0	0	0	0	1	0	0	0	0	2
CJ Miles	TOR	05/07/2018	TOR @ CLE	L	23	13	5	11	45.5	0	2	0.0	3	4	75.0	2	1	3	1	2	0	2	4	-15
Klay Thompson	GSW	05/06/2018	GSW @ NOP	W	37	13	5	13	38.5	1	6	16.7	2	2	100.0	0	7	7	0	0	0	1	2	23
Eric Gordon	HOU	05/06/2018	HOU @ UTA	W	26	9	3	10	30.0	1	6	16.7	2	2	100.0	0	2	2	2	0	0	2	3	3
Kevon Looney	GSW	05/06/2018	GSW @ NOP	W	21	7	3	4	75.0	0	0	-	1	2	50.0	1	2	3	1	0	0	1	3	-2
Gerald Green	HOU	05/06/2018	HOU @ UTA	W	13	6	2	5	40.0	2	5	40.0	0	0	-	0	1	1	0	0	0	0	2	1
Rudy Gobert	UTA	05/06/2018	UTA vs. HOU	L	32	11	5	7	71.4	0	0	-	1	2	50.0	4	6	10	0	1	3	3	1	-27
Quinn Cook	GSW	05/06/2018	GSW @ NOP	W	17	12	5	8	62.5	0	3	0.0	2	3	66.7	0	4	4	0	1	0	1	1	5
Joe Ingles	UTA	05/06/2018	UTA vs. HOU	L	41	15	6	13	46.2	2	7	28.6	1	2	50.0	0	8	8	4	1	0	2	3	-7
Clint Capela	HOU	05/06/2018	HOU @ UTA	W	37	12	6	11	54.5	0	0	-	0	0	-	5	10	15	2	2	6	0	2	3
Royce O'Neale	UTA	05/06/2018	UTA vs. HOU	L	28	8	3	7	42.9	0	3	0.0	2	2	100.0	0	5	5	1	0	0	4	3	-11
Ian Clark	NOP	05/06/2018	NOP vs. GSW	L	24	11	4	14	28.6	0	7	0.0	3	3	100.0	1	1	2	3	3	0	2	4	-11
Raul Neto	UTA	05/06/2018	UTA vs. HOU	L	18	9	3	10	30.0	2	3	66.7	1	1	100.0	1	1	2	2	0	0	2	1	3
DeAndre Liggins	NOP	05/06/2018	NOP vs. GSW	L	4	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	1	0	-3
Chris Paul	HOU	05/06/2018	HOU @ UTA	W	35	27	12	23	52.2	1	6	16.7	2	2	100.0	2	10	12	6	2	1	1	3	10
Dante Exum	UTA	05/06/2018	UTA vs. HOU	L	10	9	4	6	66.7	0	1	0.0	1	2	50.0	0	0	0	1	0	0	0	3	-9
Nene	HOU	05/06/2018	HOU @ UTA	W	10	2	0	1	0.0	0	0	-	2	2	100.0	1	1	2	1	1	0	1	3	7
Draymond Green	GSW	05/06/2018	GSW @ NOP	W	37	8	3	9	33.3	2	4	50.0	0	0	-	1	8	9	9	5	2	3	3	28
Shaun Livingston	GSW	05/06/2018	GSW @ NOP	W	12	4	2	5	40.0	0	0	-	0	0	-	0	1	1	2	0	0	0	2	3
E'Twaun Moore	NOP	05/06/2018	NOP vs. GSW	L	37	20	8	14	57.1	1	4	25.0	3	4	75.0	0	1	1	1	0	0	1	2	-21
Darius Miller	NOP	05/06/2018	NOP vs. GSW	L	15	0	0	2	0.0	0	2	0.0	0	0	-	0	3	3	0	1	0	0	0	-2
Derrick Favors	UTA	05/06/2018	UTA vs. HOU	L	16	5	2	2	100.0	0	0	-	1	2	50.0	1	0	1	1	1	0	1	1	14
Nick Young	GSW	05/06/2018	GSW @ NOP	W	4	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	3
JaVale McGee	GSW	05/06/2018	GSW @ NOP	W	3	2	1	2	50.0	0	1	0.0	0	0	-	0	2	2	0	0	0	0	0	3
PJ Tucker	HOU	05/06/2018	HOU @ UTA	W	35	11	3	6	50.0	3	5	60.0	2	2	100.0	1	6	7	1	0	1	0	2	12
Zaza Pachulia	GSW	05/06/2018	GSW @ NOP	W	3	1	0	0	-	0	0	-	1	2	50.0	1	0	1	0	1	0	1	1	3
Andre Iguodala	GSW	05/06/2018	GSW @ NOP	W	29	6	2	7	28.6	2	5	40.0	0	0	-	1	6	7	6	3	1	0	3	21
Cheick Diallo	NOP	05/06/2018	NOP vs. GSW	L	4	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	1	0	0	2	-4
Jonas Jerebko	UTA	05/06/2018	UTA vs. HOU	L	14	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	2	0	0	0	1	-4
Nikola Mirotic	NOP	05/06/2018	NOP vs. GSW	L	32	7	1	7	14.3	0	2	0.0	5	5	100.0	2	9	11	2	0	2	2	3	-16
Alec Burks	UTA	05/06/2018	UTA vs. HOU	L	9	0	0	2	0.0	0	0	-	0	0	-	1	3	4	1	0	0	1	0	-9
Rajon Rondo	NOP	05/06/2018	NOP vs. GSW	L	32	6	2	10	20.0	1	2	50.0	1	4	25.0	2	9	11	6	0	0	4	1	-20
Jordan Bell	GSW	05/06/2018	GSW @ NOP	W	5	0	0	0	-	0	0	-	0	0	-	0	1	1	1	0	0	0	1	3
Kevin Durant	GSW	05/06/2018	GSW @ NOP	W	36	38	15	27	55.6	2	5	40.0	6	6	100.0	1	8	9	5	1	1	2	1	23
Luc Mbah a Moute	HOU	05/06/2018	HOU @ UTA	W	16	3	1	3	33.3	0	2	0.0	1	1	100.0	0	2	2	0	2	1	1	0	3
Trevor Ariza	HOU	05/06/2018	HOU @ UTA	W	32	6	2	7	28.6	2	7	28.6	0	0	-	0	4	4	0	0	0	0	3	10
James Harden	HOU	05/06/2018	HOU @ UTA	W	36	24	8	22	36.4	1	7	14.3	7	8	87.5	0	4	4	3	4	0	8	3	16
David West	GSW	05/06/2018	GSW @ NOP	W	4	4	2	2	100.0	0	0	-	0	0	-	0	0	0	2	0	1	0	2	-4
Jae Crowder	UTA	05/06/2018	UTA vs. HOU	L	34	5	1	11	9.1	1	7	14.3	2	2	100.0	0	5	5	2	1	2	0	2	-9
Stephen Curry	GSW	05/06/2018	GSW @ NOP	W	32	23	8	17	47.1	4	9	44.4	3	3	100.0	0	1	1	2	0	0	2	1	21
Jrue Holiday	NOP	05/06/2018	NOP vs. GSW	L	40	19	8	16	50.0	1	4	25.0	2	4	50.0	2	5	7	3	1	0	2	3	-25
Anthony Davis	NOP	05/06/2018	NOP vs. GSW	L	40	26	8	22	36.4	0	3	0.0	10	10	100.0	2	10	12	1	1	2	6	4	-25
Donovan Mitchell	UTA	05/06/2018	UTA vs. HOU	L	38	25	8	24	33.3	2	7	28.6	7	7	100.0	1	8	9	2	4	0	3	6	-6
Solomon Hill	NOP	05/06/2018	NOP vs. GSW	L	12	3	1	2	50.0	1	2	50.0	0	0	-	1	2	3	1	0	0	1	2	-3
CJ Miles	TOR	05/05/2018	TOR @ CLE	L	34	13	5	9	55.6	3	7	42.9	0	1	0.0	2	4	6	1	1	0	1	4	6
T.J. McConnell	PHI	05/05/2018	PHI vs. BOS	L	14	4	2	2	100.0	0	0	-	0	0	-	0	2	2	2	0	0	2	0	-1
Terry Rozier	BOS	05/05/2018	BOS @ PHI	W	44	18	7	15	46.7	2	8	25.0	2	2	100.0	1	6	7	3	2	0	0	0	-3
Jaylen Brown	BOS	05/05/2018	BOS @ PHI	W	29	16	6	12	50.0	3	6	50.0	1	2	50.0	2	7	9	0	1	2	2	4	3
Pascal Siakam	TOR	05/05/2018	TOR @ CLE	L	14	6	3	6	50.0	0	0	-	0	0	-	3	0	3	0	0	0	1	4	-2
Jordan Clarkson	CLE	05/05/2018	CLE vs. TOR	W	11	5	2	7	28.6	1	4	25.0	0	0	-	0	1	1	1	2	0	1	1	-11
Marco Belinelli	PHI	05/05/2018	PHI vs. BOS	L	36	12	4	12	33.3	2	7	28.6	2	2	100.0	0	4	4	3	0	0	1	3	13
Jonas Valanciunas	TOR	05/05/2018	TOR @ CLE	L	20	10	3	6	50.0	0	0	-	4	4	100.0	3	8	11	0	0	2	4	3	-3
Kyle Lowry	TOR	05/05/2018	TOR @ CLE	L	41	27	9	13	69.2	4	8	50.0	5	6	83.3	0	3	3	7	2	0	5	2	-6
Delon Wright	TOR	05/05/2018	TOR @ CLE	L	8	2	0	1	0.0	0	1	0.0	2	2	100.0	0	1	1	1	0	2	0	1	1
LeBron James	CLE	05/05/2018	CLE vs. TOR	W	41	38	14	26	53.8	1	4	25.0	9	11	81.8	1	5	6	7	3	1	4	1	2
Amir Johnson	PHI	05/05/2018	PHI vs. BOS	L	3	0	0	0	-	0	0	-	0	0	-	1	0	1	0	0	0	0	0	-7
Robert Covington	PHI	05/05/2018	PHI vs. BOS	L	25	1	0	8	0.0	0	5	0.0	1	2	50.0	1	1	2	1	1	0	1	1	-12
Jeff Green	CLE	05/05/2018	CLE vs. TOR	W	31	11	5	12	41.7	0	3	0.0	1	3	33.3	1	1	2	2	0	1	0	1	3
Semi Ojeleye	BOS	05/05/2018	BOS @ PHI	W	4	3	1	1	100.0	1	1	100.0	0	0	-	0	0	0	0	0	0	0	0	-14
Dario Saric	PHI	05/05/2018	PHI vs. BOS	L	34	11	4	11	36.4	2	4	50.0	1	3	33.3	1	4	5	3	3	1	0	1	-8
JJ Redick	PHI	05/05/2018	PHI vs. BOS	L	41	18	6	15	40.0	3	8	37.5	3	4	75.0	0	2	2	2	2	0	3	1	-1
Al Horford	BOS	05/05/2018	BOS @ PHI	W	42	13	5	12	41.7	0	2	0.0	3	4	75.0	1	5	6	2	2	3	2	0	4
George Hill	CLE	05/05/2018	CLE vs. TOR	W	35	12	4	7	57.1	2	3	66.7	2	2	100.0	0	1	1	2	0	1	3	4	6
Kevin Love	CLE	05/05/2018	CLE vs. TOR	W	38	21	7	14	50.0	1	3	33.3	6	7	85.7	1	15	16	2	1	1	1	3	20
Kyle Korver	CLE	05/05/2018	CLE vs. TOR	W	33	18	6	8	75.0	4	6	66.7	2	2	100.0	0	4	4	2	0	0	1	0	11
Joel Embiid	PHI	05/05/2018	PHI vs. BOS	L	41	22	10	26	38.5	0	1	0.0	2	3	66.7	6	13	19	2	1	1	3	6	6
Shane Larkin	BOS	05/05/2018	BOS @ PHI	W	14	2	1	2	50.0	0	1	0.0	0	0	-	0	3	3	1	1	0	0	1	3
Rodney Hood	CLE	05/05/2018	CLE vs. TOR	W	11	0	0	2	0.0	0	1	0.0	0	0	-	1	1	2	1	0	0	0	4	-8
Tristan Thompson	CLE	05/05/2018	CLE vs. TOR	W	14	0	0	1	0.0	0	0	-	0	0	-	2	1	3	0	0	0	0	1	-9
Fred VanVleet	TOR	05/05/2018	TOR @ CLE	L	33	8	2	9	22.2	1	7	14.3	3	4	75.0	0	1	1	2	0	0	1	3	14
Ersan Ilyasova	PHI	05/05/2018	PHI vs. BOS	L	27	14	4	9	44.4	2	5	40.0	4	4	100.0	3	4	7	2	0	1	0	1	6
JR Smith	CLE	05/05/2018	CLE vs. TOR	W	26	0	0	2	0.0	0	1	0.0	0	0	-	0	1	1	1	1	0	0	4	-4
Aron Baynes	BOS	05/05/2018	BOS @ PHI	W	23	7	3	7	42.9	1	2	50.0	0	0	-	3	7	10	3	0	0	0	5	-8
OG Anunoby	TOR	05/05/2018	TOR @ CLE	L	33	18	7	12	58.3	4	7	57.1	0	2	0.0	2	2	4	0	0	1	0	2	0
Ben Simmons	PHI	05/05/2018	PHI vs. BOS	L	43	16	8	14	57.1	0	0	-	0	0	-	1	7	8	8	1	2	4	1	-11
